analysis_id,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathrooms,amenities,price,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,review_scores_communication
31,Cuauhtémoc,19.4382600,-99.1366000,Entire rental unit,Entire home/apt,2,2.00,2.00,1.00,"[""Self check-in"", ""Dining table"", ""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Books and reading material"", ""Microwave"", ""Building staff"", ""Kitchen"", ""Stove"", ""Board games"", ""Cleaning available during stay"", ""Luggage dropoff allowed"", ""Paid parking lot off premises"", ""Oven"", ""Shampoo"", ""Iron"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Freezer"", ""Toaster"", ""Smoking allowed"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Fire extinguisher"", ""Pets allowed""]",913.00,60.00,54780.00,4.76,4.66,4.75,4.76,4.95
32,Miguel Hidalgo,19.4149900,-99.1821500,Entire rental unit,Entire home/apt,6,3.00,3.00,2.50,"[""City skyline view"", ""Elevator"", ""Dedicated workspace"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Kitchen"", ""Stove"", ""Board games"", ""Free parking on premises"", ""Park view"", ""Free street parking"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Washer"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Smoking allowed"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Fire extinguisher"", ""Dryer"", ""Pets allowed""]",7605.00,16.00,121680.00,4.90,4.83,4.84,4.70,4.94
33,Cuauhtémoc,19.4284700,-99.1474900,Private room in rental unit,Private room,1,1.00,1.00,1.00,"[""Lock on bedroom door"", ""Dedicated workspace"", ""Wifi""]",719.00,24.00,17256.00,5.00,4.50,5.00,4.75,5.00
34,Miguel Hidalgo,19.4433300,-99.1849700,Private room in condo,Private room,1,2.00,1.00,1.00,"[""Private entrance"", ""Laundromat nearby"", ""Dining table"", ""Self check-in"", ""Room-darkening shades"", ""55 inch HDTV"", ""Elevator"", ""Dedicated workspace"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Books and reading material"", ""Pocket wifi"", ""Microwave"", ""Building staff"", ""Kitchen"", ""Stove"", ""Drying rack for clothing"", ""Cleaning products"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Oven"", ""Wine glasses"", ""Washer"", ""BBQ grill"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Blender"", ""Coffee maker"", ""Gym"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Backyard""]",645.00,0.00,0.00,5.00,5.00,5.00,3.00,4.00
35,Cuauhtémoc,19.4342200,-99.1456580,Entire condo,Entire home/apt,6,2.00,3.00,2.00,"[""Laundromat nearby"", ""Heating"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Safe"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Shared pool"", ""Fire extinguisher"", ""Dishwasher"", ""Paid parking off premises"", ""Kitchen"", ""Stove"", ""Free parking on premises"", ""Cleaning products"", ""Host greets you"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Shampoo"", ""Washer"", ""Iron"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Crib - available upon request"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""TV with standard cable"", ""Hair dryer"", ""Portable air conditioning"", ""Coffee maker"", ""Gym"", ""Dishes and silverware"", ""First aid kit"", ""Portable fans"", ""Dryer""]",1208.00,255.00,308040.00,4.76,4.71,4.92,4.77,4.91
36,Cuauhtémoc,19.4310300,-99.1466100,Entire condo,Entire home/apt,3,1.00,1.00,1.00,"[""Heating"", ""Elevator"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Paid parking off premises"", ""Kitchen"", ""Stove"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Oven"", ""Shampoo"", ""Washer"", ""Iron"", ""Shower gel"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Crib - available upon request"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""TV with standard cable"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Dryer""]",980.00,156.00,152880.00,4.83,4.87,4.96,4.80,4.82
37,Miguel Hidalgo,19.4422600,-99.1840600,Entire rental unit,Entire home/apt,5,2.00,2.00,1.00,"[""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Heating"", ""Dining table"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Safe"", ""Hot water"", ""Books and reading material"", ""Refrigerator"", ""Microwave"", ""Dishwasher"", ""Paid parking off premises"", ""Kitchen"", ""Stove"", ""Free parking on premises"", ""Cleaning products"", ""Host greets you"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""TV"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Iron"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Freezer"", ""Toaster"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Portable fans"", ""Dryer""]",1280.00,200.00,256000.00,4.59,4.56,4.74,4.63,4.87
38,Miguel Hidalgo,19.4418000,-99.1840200,Entire rental unit,Entire home/apt,6,3.00,3.00,2.00,"[""Central air conditioning"", ""HDTV"", ""Heating"", ""Piano"", ""Elevator"", ""Patio or balcony"", ""Safe"", ""Hot water"", ""Books and reading material"", ""Refrigerator"", ""Microwave"", ""Fire extinguisher"", ""Dishwasher"", ""Paid parking off premises"", ""Shared indoor pool - heated"", ""Kitchen"", ""Stove"", ""Free parking on premises"", ""Host greets you"", ""Wifi \u2013 38 Mbps"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Washer"", ""Iron"", ""Shared gym in building"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Portable fans"", ""Dryer""]",1445.00,255.00,368475.00,4.60,4.73,4.59,4.73,4.93
39,Álvaro Obregón,19.3492300,-99.1930700,Private room in bed and breakfast,Private room,2,1.00,1.00,1.00,"[""Pack \u2019n play/Travel crib"", ""Courtyard view"", ""Self check-in"", ""City skyline view"", ""Heating"", ""Outdoor dining area"", ""Dedicated workspace"", ""High chair"", ""Hot water"", ""Children\u2019s books and toys"", ""Fast wifi \u2013 92 Mbps"", ""Refrigerator"", ""Private backyard \u2013 Fully fenced"", ""Paid parking off premises"", ""Building staff"", ""Outdoor kitchen"", ""Kitchen"", ""Fire pit"", ""Breakfast"", ""Free street parking"", ""Luggage dropoff allowed"", ""Garden view"", ""Resort access"", ""Shampoo"", ""Iron"", ""110 inch HDTV with Netflix, standard cable"", ""Paid dryer \u2013 In building"", ""BBQ grill"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Crib"", ""Exterior security cameras on property"", ""Hair dryer"", ""Indoor fireplace: gas"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Paid washer \u2013 In building""]",2600.00,12.00,31200.00,4.97,4.95,4.97,4.89,4.97
40,Álvaro Obregón,19.3675900,-99.2039200,Private room in home,Private room,2,1.00,1.00,1.00,"[""Shampoo"", ""Hair dryer"", ""Iron"", ""Heating"", ""Gym"", ""Smoking allowed"", ""Paid washer"", ""First aid kit"", ""Free parking on premises"", ""Hangers"", ""Wifi"", ""Essentials"", ""TV"", ""Lock on bedroom door"", ""Dryer"", ""Pets allowed""]",276.00,12.00,3312.00,2.00,1.00,3.00,2.50,2.50
41,Cuauhtémoc,19.4321860,-99.1340574,Room in hotel,Private room,4,1.00,1.00,1.00,"[""TV"", ""Wifi"", ""Dryer"", ""Essentials""]",6450.00,24.00,154800.00,4.25,4.50,4.50,4.25,4.00
42,Cuauhtémoc,19.4422200,-99.1446100,Entire home,Entire home/apt,16,10.00,17.00,5.50,"[""Private entrance"", ""City skyline view"", ""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Microwave"", ""Refrigerator"", ""Private backyard \u2013 Fully fenced"", ""Paid parking off premises"", ""Body soap"", ""Kitchen"", ""Stove"", ""Host greets you"", ""Free street parking"", ""Oven"", ""Children\u2019s dinnerware"", ""Washer"", ""Iron"", ""Bathtub"", ""Hangers"", ""Essentials"", ""TV with standard cable"", ""Smoking allowed"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Fire extinguisher"", ""Pets allowed""]",2995.00,114.00,341430.00,4.79,4.73,4.46,4.79,4.90
43,Álvaro Obregón,19.3472300,-99.1939600,Room in boutique hotel,Hotel room,2,1.00,1.00,1.00,"[""Pack \u2019n play/Travel crib"", ""Self check-in"", ""Heating"", ""Outdoor dining area"", ""Shared backyard \u2013 Fully fenced"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Children\u2019s books and toys"", ""Pocket wifi"", ""Refrigerator"", ""Paid parking off premises"", ""Building staff"", ""Outdoor kitchen"", ""Kitchen"", ""Fire pit"", ""Breakfast"", ""Free street parking"", ""Luggage dropoff allowed"", ""Resort access"", ""Shampoo"", ""Iron"", ""Paid dryer \u2013 In building"", ""BBQ grill"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Crib"", ""Exterior security cameras on property"", ""Hair dryer"", ""Indoor fireplace: gas"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Paid washer \u2013 In building""]",2228.00,48.00,106944.00,4.89,4.97,4.97,4.86,4.94
44,Cuauhtémoc,19.4061000,-99.1695700,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Heating"", ""Dining table"", ""Ceiling fan"", ""Room-darkening shades"", ""Dedicated workspace"", ""Wifi"", ""Safe"", ""Hot water"", ""Books and reading material"", ""Refrigerator"", ""Microwave"", ""Paid parking off premises"", ""Body soap"", ""Kitchen"", ""Stove"", ""Drying rack for clothing"", ""Cleaning products"", ""Host greets you"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Iron"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""TV with standard cable"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Dishes and silverware"", ""Cooking basics"", ""Dryer""]",823.00,108.00,88884.00,4.90,4.96,4.88,4.90,4.97
45,Cuauhtémoc,19.4300600,-99.1612800,Entire rental unit,Entire home/apt,6,2.00,3.00,2.00,"[""Heating"", ""Elevator"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Kitchen"", ""Stove"", ""Free parking on premises"", ""Host greets you"", ""Extra pillows and blankets"", ""Oven"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Iron"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""TV with standard cable"", ""Smoking allowed"", ""Hot water kettle"", ""Blender"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Pets allowed""]",1260.00,90.00,113400.00,4.72,4.72,4.96,4.72,4.88
46,Coyoacán,19.3526300,-99.1624500,Entire guesthouse,Entire home/apt,1,1.00,1.00,1.00,"[""Private entrance"", ""Paid dryer \u2013 In unit"", ""Dining table"", ""Paid washer \u2013 In unit"", ""Room-darkening shades"", ""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Children\u2019s books and toys"", ""Books and reading material"", ""Refrigerator"", ""Microwave"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""Paid parking off premises"", ""Body soap"", ""Kitchen"", ""Paid parking lot on premises \u2013 1 space"", ""Stove"", ""Cleaning products"", ""Host greets you"", ""TV"", ""Free street parking"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Coffee maker: french press"", ""Iron"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Ethernet connection"", ""Freezer"", ""Toaster"", ""Blender"", ""Hair dryer"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Portable fans"", ""Mini fridge""]",586.00,80.00,46880.00,4.96,5.00,5.00,4.89,4.93
47,Álvaro Obregón,19.3494300,-99.1940400,Room in boutique hotel,Private room,2,1.00,1.00,1.50,"[""Pack \u2019n play/Travel crib"", ""Self check-in"", ""City skyline view"", ""Heating"", ""Outdoor dining area"", ""Room-darkening shades"", ""Fast wifi \u2013 91 Mbps"", ""Dedicated workspace"", ""Indoor fireplace: electric"", ""Otro induction stove"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Paid parking off premises"", ""Building staff"", ""Body soap"", ""Outdoor kitchen"", ""Kitchen"", ""Board games"", ""Fire pit"", ""Extra pillows and blankets"", ""Shared backyard \u2013 Not fully fenced"", ""Breakfast"", ""Free street parking"", ""Luggage dropoff allowed"", ""Garden view"", ""Shampoo"", ""Iron"", ""Paid dryer \u2013 In building"", ""BBQ grill"", ""Hangers"", ""Bed linens"", ""Hammock"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Crib"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Outdoor playground"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Paid washer \u2013 In building""]",3200.00,0.00,0.00,4.92,4.91,4.94,4.94,4.84
48,Benito Juárez,19.3779700,-99.1660200,Entire rental unit,Entire home/apt,4,2.00,2.00,1.00,"[""Self check-in"", ""Room-darkening shades"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Books and reading material"", ""Microwave"", ""Body soap"", ""Kitchen"", ""Stove"", ""Drying rack for clothing"", ""Lockbox"", ""Host greets you"", ""Paid parking on premises"", ""TV"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Iron"", ""Shower gel"", ""Coffee"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Portable fans"", ""Conditioner""]",1084.00,72.00,78048.00,4.88,4.87,4.94,4.87,4.95
49,Venustiano Carranza,19.4188350,-99.0852663,Private room in home,Private room,2,1.00,1.00,1.00,"[""Washer"", ""Iron"", ""Kitchen"", ""Wifi"", ""TV"", ""Lock on bedroom door""]",450.00,24.00,10800.00,3.50,2.75,4.50,3.00,3.25
50,Iztacalco,19.4001124,-99.1366164,Entire rental unit,Entire home/apt,4,1.00,2.00,1.00,"[""TV"", ""Exterior security cameras on property"", ""Kitchen"", ""Wifi""]",748.00,30.00,22440.00,4.40,4.20,4.80,4.40,4.60
51,Cuauhtémoc,19.4328600,-99.1687500,Shared room in home,Shared room,1,1.00,1.00,1.00,"[""Kitchen"", ""Wifi""]",310.00,252.00,78120.00,4.62,4.48,4.95,4.79,4.62
52,Cuauhtémoc,19.4305900,-99.1707300,Entire serviced apartment,Entire home/apt,2,1.00,1.00,1.00,"[""Self check-in"", ""Wifi"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Free parking on premises"", ""Breakfast"", ""Luggage dropoff allowed"", ""Shampoo"", ""Washer"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Smoking allowed"", ""Hair dryer"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Dryer""]",1157.00,0.00,0.00,4.29,4.29,4.43,4.29,4.43
53,Cuauhtémoc,19.4264698,-99.1747971,Private room in rental unit,Private room,2,1.00,1.00,1.00,"[""Laundromat nearby"", ""Self check-in"", ""City skyline view"", ""Dining table"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Hot water"", ""Microwave"", ""Building staff"", ""Cleaning products"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Paid street parking off premises"", ""Shampoo"", ""Samsung refrigerator"", ""Coffee maker: french press"", ""Wine glasses"", ""Iron"", ""Single level home"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Fast wifi \u2013 120 Mbps"", ""Clothing storage: closet"", ""32 inch HDTV with Apple TV, Disney+, HBO Max, Netflix"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""First aid kit"", ""Shared patio or balcony"", ""Fire extinguisher""]",551.00,174.00,95874.00,4.96,4.96,4.99,4.96,4.97
54,Cuauhtémoc,19.4100500,-99.1814800,Private room in condo,Private room,2,1.00,1.00,1.50,"[""Room-darkening shades"", ""Elevator"", ""Shared pool"", ""Refrigerator"", ""Microwave"", ""Portable fans"", ""Kitchen"", ""Cleaning products"", ""Extra pillows and blankets"", ""TV"", ""Fast wifi \u2013 54 Mbps"", ""Luggage dropoff allowed"", ""Shampoo"", ""Washer"", ""Iron"", ""Shared gym in building"", ""Coffee maker: Nespresso"", ""Coffee"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Freezer"", ""Hair dryer"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Dryer"", ""Pets allowed""]",543.00,36.00,19548.00,4.86,4.81,4.89,4.89,4.85
55,Cuajimalpa de Morelos,19.3537900,-99.2845900,Private room in home,Private room,3,2.00,2.00,2.50,"[""Washer"", ""Heating"", ""Kitchen"", ""Backyard"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dryer"", ""TV with standard cable"", ""Indoor fireplace""]",775.00,24.00,18600.00,4.95,4.92,4.72,4.82,4.95
56,Benito Juárez,19.3846800,-99.1770800,Entire condo,Entire home/apt,4,2.00,2.00,1.00,"[""Laundromat nearby"", ""Dining table"", ""Room-darkening shades"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Stainless steel gas stove"", ""Portable fans"", ""Kitchen"", ""Free parking on premises"", ""Wine glasses"", ""Iron"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Freezer"", ""TV with standard cable"", ""Toaster"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Fire extinguisher""]",1171.00,18.00,21078.00,4.88,4.85,4.74,4.80,4.94
57,Coyoacán,19.3418300,-99.1553300,Entire rental unit,Entire home/apt,4,2.00,2.00,1.00,"[""Laundromat nearby"", ""Dining table"", ""Dedicated workspace"", ""Hot water"", ""Mosquito net"", ""Dove body soap"", ""Books and reading material"", ""Refrigerator"", ""Fire extinguisher"", ""Microwave"", ""Kitchen"", ""Stove"", ""Drying rack for clothing"", ""Cleaning products"", ""Sound system"", ""Host greets you"", ""Extra pillows and blankets"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi \u2013 8 Mbps"", ""Oven"", ""Shampoo"", ""Iron"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""Smoking allowed"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Cooking basics"", ""Portable fans"", ""109 inch HDTV with Amazon Prime Video, Chromecast, Disney+, HBO Max, Netflix, standard cable, DVD player""]",707.00,0.00,0.00,4.71,4.71,4.93,4.81,4.96
58,Cuauhtémoc,19.4426200,-99.1456600,Private room in home,Private room,2,1.00,1.00,1.50,"[""City skyline view"", ""Dedicated workspace"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Private backyard \u2013 Fully fenced"", ""Paid parking off premises"", ""Kitchen"", ""Stove"", ""Drying rack for clothing"", ""Cleaning products"", ""Host greets you"", ""TV"", ""Free street parking"", ""Luggage dropoff allowed"", ""Oven"", ""Washer"", ""Iron"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Outdoor furniture"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Smoking allowed"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Fire extinguisher"", ""Free dryer""]",681.00,42.00,28602.00,4.79,4.73,4.48,4.82,4.94
59,Miguel Hidalgo,19.4353200,-99.1742000,Private room in home,Private room,1,1.00,1.00,2.00,"[""TV"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Wifi""]",508.00,18.00,9144.00,4.67,3.00,4.33,5.00,5.00
60,Cuauhtémoc,19.4306800,-99.1700700,Room in serviced apartment,Hotel room,2,1.00,1.00,1.00,"[""Self check-in"", ""Wifi"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Shampoo"", ""Washer"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Smoking allowed"", ""Hair dryer"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Dryer""]",1102.00,6.00,6612.00,4.98,4.88,4.98,4.89,4.98
